# l C_l D_l
3.900000000000000000e+02 6.414662406383391158e+01 1.556808883595521096e+06
3.910000000000000000e+02 5.703243562243138598e+01 1.391249031400157837e+06
3.920000000000000000e+02 5.029936541587547083e+01 1.233278768597462913e+06
3.930000000000000000e+02 4.395531077185150792e+01 1.083228951206945349e+06
3.940000000000000000e+02 3.800801057074878742e+01 9.414312002491073217e+05
3.950000000000000000e+02 3.246504115434617432e+01 8.082177254202832701e+05
3.960000000000000000e+02 2.733381231050215376e+01 6.839211468183810357e+05
3.970000000000000000e+02 2.262156333575344291e+01 5.688743148072962649e+05
3.980000000000000000e+02 1.833535917765837908e+01 4.634101281086542294e+05
3.990000000000000000e+02 1.448208665870432732e+01 3.678613502116702148e+05
4.000000000000000000e+02 1.106845078355253520e+01 2.825604241933083977e+05
4.010000000000000000e+02 8.100971131346277332e+00 2.078392860422376252e+05
4.020000000000000000e+02 5.585978334782042865e+00 1.440291765819209104e+05
4.030000000000000000e+02 3.529610647585894601e+00 9.146045208918261051e+04
4.040000000000000000e+02 1.937810602009809591e+00 5.046239370634921943e+04
4.050000000000000000e+02 8.163217579058650308e-01 2.136301574602356050e+04
4.060000000000000000e+02 1.706855449042662121e-01 4.488872989125835375e+03
4.070000000000000000e+02 6.238199167296245261e-03 1.648670778085866573e+02
4.080000000000000000e+02 3.281077961522662623e-01 8.714052106175777226e+03
4.090000000000000000e+02 1.141211380767591654e+00 3.045743951276522785e+04
4.100000000000000000e+02 2.450252196260807480e+00 6.571380237983920961e+04
4.110000000000000000e+02 4.259717013129028729e+00 1.147994792454954295e+05
4.120000000000000000e+02 6.573873559297455316e+00 1.780281775356281432e+05
4.130000000000000000e+02 9.396768052758330825e+00 2.557107767235238862e+05
4.140000000000000000e+02 1.273222283782138931e+01 3.481551313259029994e+05
4.150000000000000000e+02 1.658383412606781704e+01 4.556658738447289215e+05
4.160000000000000000e+02 2.095496984306021560e+01 5.785442177650933154e+05
4.170000000000000000e+02 2.584876758180475420e+01 7.170877607199753402e+05
4.180000000000000000e+02 3.126813266390759338e+01 8.715902879331675358e+05
4.190000000000000000e+02 3.721573630933106358e+01 1.042341576052595396e+06
4.200000000000000000e+02 4.369401391558093906e+01 1.229627197486091405e+06
4.210000000000000000e+02 5.070516344713131218e+01 1.433728325352853397e+06
4.220000000000000000e+02 5.825114393581190342e+01 1.654921539163326379e+06
4.230000000000000000e+02 6.633367409286198324e+01 1.893478631341429660e+06
4.240000000000000000e+02 7.495423103326729120e+01 2.149666414702276699e+06
4.250000000000000000e+02 8.411404911298187415e+01 2.423746530999789480e+06
4.260000000000000000e+02 9.381411887954159567e+01 2.715975260657487903e+06
4.270000000000000000e+02 1.040551861365669595e+02 3.026603333797058556e+06
4.280000000000000000e+02 1.148377511225520351e+02 3.355875742677878123e+06
4.290000000000000000e+02 1.261620678043329491e+02 3.704031555662043858e+06
4.300000000000000000e+02 1.380281432855224182e+02 4.071303732817746699e+06
4.310000000000000000e+02 1.504357373301906193e+02 4.457918943274972029e+06
4.320000000000000000e+02 1.633843620019910361e+02 4.864097384446425363e+06
4.330000000000000000e+02 1.768732814188683733e+02 5.290052603225977160e+06
4.340000000000000000e+02 1.909015116234720324e+02 5.735991319277698174e+06
4.350000000000000000e+02 2.054678205692845836e+02 6.202113250526274554e+06
4.360000000000000000e+02 2.205707282224871619e+02 6.688610940961021930e+06
4.370000000000000000e+02 2.362085067794573661e+02 7.195669590862914920e+06
4.380000000000000000e+02 2.523791809998201643e+02 7.723466889565731399e+06
4.390000000000000000e+02 2.690805286548327899e+02 8.272172850859057158e+06
4.400000000000000000e+02 2.863100810909190272e+02 8.841949651142770424e+06
4.410000000000000000e+02 3.040651239080249866e+02 9.432951470438944176e+06
4.420000000000000000e+02 3.223426977525059556e+02 1.004532433636899292e+07
4.430000000000000000e+02 3.411395992241078829e+02 1.067920597119998187e+07
4.440000000000000000e+02 3.604523818966358135e+02 1.133472564206544496e+07
4.450000000000000000e+02 3.802773574518018336e+02 1.201200401446347311e+07
4.460000000000000000e+02 4.006105969256915387e+02 1.271115300913358480e+07
4.470000000000000000e+02 4.214479320672559197e+02 1.343227566241317429e+07
4.480000000000000000e+02 4.427849568081841198e+02 1.417546599017314799e+07
4.490000000000000000e+02 4.646170288434421991e+02 1.494080885543016903e+07
4.500000000000000000e+02 4.869392713217035862e+02 1.572837983973136730e+07
4.510000000000000000e+02 5.097465746449067296e+02 1.653824511840765923e+07
4.520000000000000000e+02 5.330335983760256795e+02 1.737046133978712931e+07
4.530000000000000000e+02 5.567947732542005497e+02 1.822507550846175104e+07
4.540000000000000000e+02 5.810243033162157644e+02 1.910212487269559503e+07
4.550000000000000000e+02 6.057161681233590116e+02 2.000163681606382877e+07
4.560000000000000000e+02 6.308641250925878694e+02 2.092362875340817496e+07
4.570000000000000000e+02 6.564617119308908286e+02 2.186810803119288385e+07
4.580000000000000000e+02 6.825022491716982813e+02 2.283507183234376088e+07
4.590000000000000000e+02 7.089788428121501056e+02 2.382450708565085381e+07
4.600000000000000000e+02 7.358843870499670174e+02 2.483639037981276587e+07
4.610000000000000000e+02 7.632115671186232930e+02 2.587068788219850883e+07
4.620000000000000000e+02 7.909528622194924310e+02 2.692735526240098104e+07
4.630000000000000000e+02 8.191005485495923040e+02 2.800633762065430358e+07
4.640000000000000000e+02 8.476467024234973451e+02 2.910756942118410766e+07
4.650000000000000000e+02 8.765832034879233561e+02 3.023097443055709824e+07
4.660000000000000000e+02 9.059017380275162168e+02 3.137646566109614819e+07
4.670000000000000000e+02 9.355938023602698195e+02 3.254394531942247227e+07
4.680000000000000000e+02 9.656507063209664921e+02 3.373330476018436253e+07
4.690000000000000000e+02 9.960635768310175990e+02 3.494442444503024220e+07
4.700000000000000000e+02 1.026823361553040968e+03 3.617717390688120574e+07
4.710000000000000000e+02 1.057920832628446078e+03 3.743141171955458075e+07
4.720000000000000000e+02 1.089346590496280896e+03 3.870698547278838605e+07
4.730000000000000000e+02 1.121091067791532623e+03 4.000373175271258503e+07
4.740000000000000000e+02 1.153144533321127483e+03 4.132147612781382352e+07
4.750000000000000000e+02 1.185497096115675276e+03 4.266003314043162018e+07
4.760000000000000000e+02 1.218138709555136984e+03 4.401920630382702500e+07
4.770000000000000000e+02 1.251059175566443628e+03 4.539878810485789925e+07
4.780000000000000000e+02 1.284248148891168967e+03 4.679856001229591668e+07
4.790000000000000000e+02 1.317695141421182370e+03 4.821829249081208557e+07
4.800000000000000000e+02 1.351389526600335330e+03 4.965774502066068351e+07
4.810000000000000000e+02 1.385320543890058843e+03 5.111666612308291346e+07
4.820000000000000000e+02 1.419477303296902392e+03 5.259479339145541191e+07
4.830000000000000000e+02 1.453848789959776695e+03 5.409185352819688618e+07
4.840000000000000000e+02 1.488423868794841155e+03 5.560756238745047897e+07
4.850000000000000000e+02 1.523191289195907075e+03 5.714162502355517447e+07
4.860000000000000000e+02 1.558139689788086116e+03 5.869373574531170726e+07
4.870000000000000000e+02 1.593257603232549855e+03 6.026357817605146021e+07
4.880000000000000000e+02 1.628533461080115785e+03 6.185082531950901449e+07
4.890000000000000000e+02 1.663955598671497000e+03 6.345513963150119781e+07
4.900000000000000000e+02 1.699512260081831073e+03 6.507617309740454704e+07
4.910000000000000000e+02 1.735191603107261699e+03 6.671356731542703509e+07
4.920000000000000000e+02 1.770981704291305050e+03 6.836695358566543460e+07
4.930000000000000000e+02 1.806870563988571575e+03 7.003595300493136048e+07
4.940000000000000000e+02 1.842846111463596117e+03 7.172017656733313203e+07
4.950000000000000000e+02 1.878896210022347532e+03 7.341922527059119940e+07
4.960000000000000000e+02 1.915008662174148867e+03 7.513269022806826234e+07
4.970000000000000000e+02 1.951171214821497188e+03 7.686015278648322821e+07
4.980000000000000000e+02 1.987371564475497507e+03 7.860118464928387105e+07
4.990000000000000000e+02 2.023597362494421759e+03 8.035534800564295053e+07
5.000000000000000000e+02 2.059836220343095647e+03 8.212219566504621506e+07
5.010000000000000000e+02 2.096075714870550200e+03 8.390127119742858410e+07
5.020000000000000000e+02 2.132303393603608583e+03 8.569210907882007957e+07
5.030000000000000000e+02 2.168506780053949115e+03 8.749423484245552123e+07
5.040000000000000000e+02 2.204673379036215010e+03 8.930716523530015349e+07
5.050000000000000000e+02 2.240790681994696570e+03 9.113040837993846834e+07
5.060000000000000000e+02 2.276846172336155632e+03 9.296346394177216291e+07
5.070000000000000000e+02 2.312827330766417617e+03 9.480582330147239566e+07
5.080000000000000000e+02 2.348721640628142268e+03 9.665696973262001574e+07
5.090000000000000000e+02 2.384516593237487996e+03 9.851637858447572589e+07
5.100000000000000000e+02 2.420199693217074582e+03 1.003835174698078334e+08
5.110000000000000000e+02 2.455758463822978683e+03 1.022578464577138126e+08
5.120000000000000000e+02 2.491180452263152347e+03 1.041388182713562399e+08
5.130000000000000000e+02 2.526453235004953513e+03 1.060258784905411303e+08
5.140000000000000000e+02 2.561564423069335589e+03 1.079184657590591758e+08
5.150000000000000000e+02 2.596501667309286859e+03 1.098160119967075288e+08
5.160000000000000000e+02 2.631252663670082256e+03 1.117179426159064025e+08
5.170000000000000000e+02 2.665805158429007406e+03 1.136236767428246588e+08
5.180000000000000000e+02 2.700146953412137918e+03 1.155326274429228604e+08
5.190000000000000000e+02 2.734265911185819732e+03 1.174442019508207440e+08
5.200000000000000000e+02 2.768149960220470348e+03 1.193578019043923765e+08
5.210000000000000000e+02 2.801787100024409483e+03 1.212728235829921663e+08
5.220000000000000000e+02 2.835165406245307622e+03 1.231886581497067809e+08
5.230000000000000000e+02 2.868273035737072860e+03 1.251046918975342661e+08
5.240000000000000000e+02 2.901098231589719035e+03 1.270203064993767589e+08
5.250000000000000000e+02 2.933629328120108312e+03 1.289348792617446482e+08
5.260000000000000000e+02 2.965854755821194431e+03 1.308477833820552528e+08
5.270000000000000000e+02 2.997763046267595655e+03 1.327583882094143778e+08
5.280000000000000000e+02 3.029342836975269165e+03 1.346660595087637603e+08
5.290000000000000000e+02 3.060582876213101372e+03 1.365701597282750905e+08
5.300000000000000000e+02 3.091472027764266841e+03 1.384700482698703706e+08
5.310000000000000000e+02 3.121999275635177582e+03 1.403650817627437115e+08
5.320000000000000000e+02 3.152153728709975894e+03 1.422546143397611678e+08
5.330000000000000000e+02 3.181924625348414338e+03 1.441379979166085124e+08
5.340000000000000000e+02 3.211301337925132884e+03 1.460145824735595286e+08
5.350000000000000000e+02 3.240273377308242289e+03 1.478837163397310078e+08
5.360000000000000000e+02 3.268830397275290125e+03 1.497447464796933532e+08
5.370000000000000000e+02 3.296962198864541278e+03 1.515970187822974622e+08
5.380000000000000000e+02 3.324658734659759375e+03 1.534398783515856862e+08
5.390000000000000000e+02 3.351910113006484153e+03 1.552726697996434569e+08
5.400000000000000000e+02 3.378706602157973975e+03 1.570947375412524045e+08
5.410000000000000000e+02 3.405038634349002223e+03 1.589054260902042687e+08
5.420000000000000000e+02 3.430896809795649915e+03 1.607040803571286798e+08
5.430000000000000000e+02 3.456271900619388816e+03 1.624900459486928284e+08
5.440000000000000000e+02 3.481154854693682864e+03 1.642626694680236578e+08
5.450000000000000000e+02 3.505536799411443553e+03 1.660212988162069619e+08
5.460000000000000000e+02 3.529409045371666707e+03 1.677652834947120547e+08
5.470000000000000000e+02 3.552763089983661303e+03 1.694939749085938632e+08
5.480000000000000000e+02 3.575590620987258262e+03 1.712067266703188121e+08
5.490000000000000000e+02 3.597883519887514012e+03 1.729028949040646255e+08
5.500000000000000000e+02 3.619633865302375398e+03 1.745818385503384173e+08
5.510000000000000000e+02 3.640833936221866225e+03 1.762429196707602739e+08
5.520000000000000000e+02 3.661476215177391168e+03 1.778855037528569102e+08
5.530000000000000000e+02 3.681553391319792354e+03 1.795089600147100687e+08
5.540000000000000000e+02 3.701058363404825741e+03 1.811126617093033791e+08
5.550000000000000000e+02 3.719984242684789933e+03 1.826959864284108877e+08
5.560000000000000000e+02 3.738324355705050039e+03 1.842583164058698118e+08
5.570000000000000000e+02 3.756072247004302881e+03 1.857990388200805187e+08
5.580000000000000000e+02 3.773221681717420779e+03 1.873175460955765545e+08
5.590000000000000000e+02 3.789766648079748848e+03 1.888132362035039067e+08
5.600000000000000000e+02 3.805701359831861737e+03 1.902855129608554542e+08
5.610000000000000000e+02 3.821020258523744815e+03 1.917337863282997906e+08
5.620000000000000000e+02 3.835718015717429807e+03 1.931574727064469159e+08
5.630000000000000000e+02 3.849789535087191325e+03 1.945559952303928733e+08
5.640000000000000000e+02 3.863229954416459350e+03 1.959287840623865426e+08
5.650000000000000000e+02 3.876034647490616862e+03 1.972752766824606359e+08
5.660000000000000000e+02 3.888199225884899988e+03 1.985949181768687367e+08
5.670000000000000000e+02 3.899719540646751739e+03 1.998871615241751969e+08
5.680000000000000000e+02 3.910591683871884015e+03 2.011514678788380921e+08
5.690000000000000000e+02 3.920811990173506729e+03 2.023873068521338105e+08
5.700000000000000000e+02 3.930377038044091933e+03 2.035941567902650833e+08
5.710000000000000000e+02 3.939283651109220500e+03 2.047715050495025516e+08
5.720000000000000000e+02 3.947528899273013394e+03 2.059188482682045996e+08
5.730000000000000000e+02 3.955110099754738712e+03 2.070356926355653703e+08
5.740000000000000000e+02 3.962024818016221616e+03 2.081215541569381058e+08
5.750000000000000000e+02 3.968270868579786566e+03 2.091759589155883193e+08
5.760000000000000000e+02 3.973846315736416273e+03 2.101984433307245672e+08
5.770000000000000000e+02 3.978749474143957741e+03 2.111885544116625786e+08
5.780000000000000000e+02 3.982978909315197598e+03 2.121458500079765320e+08
5.790000000000000000e+02 3.986533437995707118e+03 2.130698990554941595e+08
5.800000000000000000e+02 3.989412128431392830e+03 2.139602818179919720e+08
5.810000000000000000e+02 3.991614300525756789e+03 2.148165901244526505e+08
5.820000000000000000e+02 3.993139525886900174e+03 2.156384276017430127e+08
5.830000000000000000e+02 3.993987627764376612e+03 2.164254099025772512e+08
5.840000000000000000e+02 3.994158680876036215e+03 2.171771649286305010e+08
5.850000000000000000e+02 3.993653011125062221e+03 2.178933330486685634e+08
5.860000000000000000e+02 3.992471195207433993e+03 2.185735673115634322e+08
5.870000000000000000e+02 3.990614060110148330e+03 2.192175336540666819e+08
5.880000000000000000e+02 3.988082682500500141e+03 2.198249111032124460e+08
5.890000000000000000e+02 3.984878388006869045e+03 2.203953919732272029e+08
5.900000000000000000e+02 3.981002750391412519e+03 2.209286820568231642e+08
5.910000000000000000e+02 3.976457590615214485e+03 2.214245008107575774e+08
5.920000000000000000e+02 3.971244975796390918e+03 2.218825815355394185e+08
5.930000000000000000e+02 3.965367218061767744e+03 2.223026715491698086e+08
5.940000000000000000e+02 3.958826873292782693e+03 2.226845323548050523e+08
5.950000000000000000e+02 3.951626739766281844e+03 2.230279398022322357e+08
5.960000000000000000e+02 3.943769856690975303e+03 2.233326842430531085e+08
5.970000000000000000e+02 3.935259502640311439e+03 2.235985706794707775e+08
5.980000000000000000e+02 3.926099193882630971e+03 2.238254189065810740e+08
5.990000000000000000e+02 3.916292682609464919e+03 2.240130636480704546e+08
6.000000000000000000e+02 3.905843955062905479e+03 2.241613546852259636e+08
6.010000000000000000e+02 3.894757229563022520e+03 2.242701569791668653e+08
